succ_desc_8;has ascended to Heaven;has ascended to Heaven;;;;;;;;;;;;x
succ_desc_9;has retired from the world;has retired from the world;;;;;;;;;;;;x
SO_BE_IT;So be it;So be it;;;;;;;;;;;;x
LABEL_LOST_TITLES;Lost Titles;Lost Titles;;;;;;;;;;;;x
LABEL_PRETENDERS;Pretenders;Pretenders;;;;;;;;;;;;x
LABEL_HEIR;Heir;Heir;;;;;;;;;;;;x
LABEL_SUCC_PRETENDERS;Pretenders;Pretenders;;;;;;;;;;;;x
DEFAULT_SENDEVENT_EVENTOPTION_TOOLTIP;This character will receive an event;This character will receive an event;;;;;;;;;;;;x
CLAIM_TITLE;ｧYClaim on $TITLE$ｧW;ｧYClaim on $TITLE$ｧW;;;;;;;;;;;;x
CLAIM_NOT_PRESSED_DESC;Will not be inherited unless the claim is pressed in war.;Will not be inherited unless the claim is pressed in war.;;;;;;;;;;;;x
CLAIM_PRESSED_DESC;Can be inherited by a successor.;Can be inherited by a successor.;;;;;;;;;;;;x
LABEL_THREATS;Internal Threats;Internal Threats;;;;;;;;;;;;x
PROV_RAISE_LEVY;Raise Levy;Raise Levy;;;;;;;;;;;;x
PROV_BUILD_NEW;Build New;Build New;;;;;;;;;;;;x
TAX_BASE_VALUE;Base: ｧG$VALUE$ｧW;Base: ｧG$VALUE$ｧW;;;;;;;;;;;;x
DISHONORED_DEATH;was slain by peasants in a drunken brawl;was slain by peasants in a drunken brawl;;;;;;;;;;;;x
NATURAL_CAUSES;went to his ancestors;went to his ancestors;;;;;;;;;;;;x
SEPPUKU_DEATH;died honourably by committing seppuku;died honourably by committing seppuku;;;;;;;;;;;;x
DEATH_IN_BATTLE;died a glorious death in battle;died a glorious death in battle;;;;;;;;;;;;x
LEFT_HONOR_DEATH;ｧY$VAL$ｧb honor is passed on due to the nature of his death.;ｧY$VAL$ｧb honor is passed on due to the nature of his death.;;;;;;;;;;;;x
SEPPUKU_NO_HEIR;Since you have no heir, this would end the game. Honor will have to wait.;Since you have no heir, this would end the game. Honor will have to wait.;;;;;;;;;;;;x
SEPPUKU_TO_MUCH_HONOR;We have only acted honorably. There is no reason for anything this drastic. You must have less than ｧY$VAL$ｧW honor.;We have only acted honorably. There is no reason for anything this drastic. You must have less than ｧY$VAL$ｧW honor.;;;;;;;;;;;;x
SEPPUKU_NOT_YOUR_CHOICE;This is not your choice to make;This is not your choice to make;;;;;;;;;;;;x
#SEPPUKU_DO;Commit seppuku. You will die, but some honor will be restored to your name and descendants.;Commit seppuku. You will die, but some honor will be restored to your name and descendants.;;;;;;;;;;;;x
ACTIVATE_PLOT;Start;Start;;;;;;;;;;;;x
CANCEL_PLOT;Cancel;Cancel;;;;;;;;;;;;x
EXPOSE_PLOT;Expose;Expose;;;;;;;;;;;;x
LEAVE_PLOT;Leave;Leave;;;;;;;;;;;;x
ACTIVATE_PLOT_TOOLTIP;Start ｧY$NAME$ｧW;Start ｧY$NAME$ｧW;;;;;;;;;;;;x
CANCEL_PLOT_TOOLTIP;Cancel ｧY$NAME$ｧW;Cancel ｧY$NAME$ｧW;;;;;;;;;;;;x
#EXPOSE_PLOT_TOOLTIP;Expose ｧY$NAME$ｧW;Expose ｧY$NAME$ｧW;;;;;;;;;;;;x
LEAVE_PLOT_TOOLTIP;Stop being part of ｧY$NAME$ｧW;Stop being part of ｧY$NAME$ｧW;;;;;;;;;;;;x
FILTER_IS_PLOTTING;Is plotting;Is plotting;;;;;;;;;;;;x
CHARACTER_AGE;Age:;Age:;;;;;;;;;;;;x
STAT_MARTIAL;武芸;Martial;;;;;;;;;;;;x
STAT_MARTIAL_DESC;武芸能力は武将にとって重要であり、また軍事担当に与えた仕事の結果にも影響します。;Martial skill is important for generals, and it also affects the outcome of tasks given to your Master of Arms.;;;;;;;;;;;;x
STAT_DIPLOMACY;外交;Diplomacy;;;;;;;;;;;;x
STAT_DIPLOMACY_DESC;外交能力は他キャラクターとの交渉の成功可能性に影響し、また内政担当に与えた仕事の成否にとっても重要です。;Diplomatic skill affects the likelihood of success in negotiations with other characters, and it is important for tasks given to your Master of Ceremonies.;;;;;;;;;;;;x
STAT_INTRIGUE;陰謀;Intrigue;;;;;;;;;;;;x
STAT_INTRIGUE_DESC;陰謀能力は防衛担当にとって最も重要な資質です。高い陰謀能力は、調略の察知や暗殺のような裏工作の成功性を高めます。;Intrigue skill is the primary attribute of your Master of the Guard. High intrigue improves the chances of uncovering plots and carrying out skulduggery, such as assassinations.;;;;;;;;;;;;x
STAT_HONOR;名誉;Honor;;;;;;;;;;;;x
STAT_HONOR_DESC;名誉は周囲からの名声を表します。;Honor is your standing among your peers.;;;;;;;;;;;;x
STAT_WEALTH;富;Wealth;;;;;;;;;;;;x
STAT_WEALTH_DESC;富は税で得られる金のことであり、軍や建築に費やします。;Your wealth is the gold that you gain through taxes and spend on armies and buildings.;;;;;;;;;;;;x
OPINION_OF_LIEGE;Opinion of Liege;Opinion of Liege;;;;;;;;;;;;x
OPINION_OF_CHAR;Opinion of $CHAR$;Opinion of $CHAR$;;;;;;;;;;;;x
PLAYERS_OPINION_OF;Your opinion of $CHAR$;Your opinion of $CHAR$;;;;;;;;;;;;x
NUDGE_0;Village;Village;;;;;;;;;;;;x
NUDGE_1;Unit;Unit;;;;;;;;;;;;x
NUDGE_2;Councillor;Councillor;;;;;;;;;;;;x
NUDGE_3;Text;Text;;;;;;;;;;;;x
HONOR;Honor;Honor;;;;;;;;;;;;x
HONOR_DESC;Honor is your standing among your peers and can be used to perform questionable actions. A high degree of honor is also vital to maintaining good relations with your vassals and keeping your clan unified.;Honor is your standing among your peers and can be used to perform questionable actions. A high degree of honor is also vital to maintaining good relations with your vassals and keeping your clan unified.;;;;;;;;;;;;x
DAIMYO_TITLES;Daimyo titles;Daimyo titles;;;;;;;;;;;;x
DAIMYO_TITLES_DELAYED;[GetDaimyoTitles];[GetDaimyoTitles];;;;;;;;;;;;x
HATAMOTO_TITLES;Kokujin titles;Kokujin titles;;;;;;;;;;;;x
HATAMOTO_TITLES_DELAYED;[GetHatamotoTitles];[GetHatamotoTitles];;;;;;;;;;;;x
LIST_TITLES;Has the following ｧY$COUNT$ｧW title(s): $TITLES$;Has the following ｧY$COUNT$ｧW title(s): $TITLES$;;;;;;;;;;;;x
HAS_NO_TITLES;No titles.;No titles.;;;;;;;;;;;;x
AND_MORE;ｧW and ｧY$COUNT$ｧW more.;ｧW and ｧY$COUNT$ｧW more.;;;;;;;;;;;;x
CLAN_LEADER_TITLES;[GetClanLeaderTitles];[GetClanLeaderTitles];;;;;;;;;;;;x
CLAN_LEADER_OF;Leads the ｧY$CLAN$ｧ! clan.;Leads the ｧY$CLAN$ｧ! clan.;;;;;;;;;;;;x
NOT_CLAN_LEADER;Is not the leader of a clan.;Is not the leader of a clan.;;;;;;;;;;;;x
CHIEF_NEGOTIATOR;｣negotiate Handles peace negotiations for $LIST$;｣negotiate Handles peace negotiations for $LIST$;;;;;;;;;;;;x
OTHER_CHIEF_NEGOTIATOR;｣negotiate $LIST$ can handle their peace negotiations;｣negotiate $LIST$ can handle their peace negotiations;;;;;;;;;;;;x
ALLIEDWITH;｣allied Allied with $LIST$.;｣allied Allied with $LIST$.;;;;;;;;;;;;x
TRUCEWITH;｣truce Truce with $LIST$.;｣truce Truce with $LIST$.;;;;;;;;;;;;x
ATWARWITH;｣war War: $LIST$;｣war War: $LIST$;;;;;;;;;;;;x
#CHIEF_NEGOTIATOR;Handles peace negotiations for $LIST$;Handles peace negotiations for $LIST$;;;;;;;;;;;;x
#OTHER_CHIEF_NEGOTIATOR;$LIST$ can handle their peace negotiations;$LIST$ can handle their peace negotiations;;;;;;;;;;;;x
received_gift;Received gift;Received gift;;;;;;;;;;;;x
EXECUTE;Execute;Execute;;;;;;;;;;;;x
CLAN;Clan;Clan;;;;;;;;;;;;x
APPOINT;Appoint;Appoint;;;;;;;;;;;;x
received_title;Received title;Received title;;;;;;;;;;;;x
granted_title;Granted title;Granted title;;;;;;;;;;;;x
DIPLOMATIC_SKILL;Diplomatic skill;Diplomatic skill;;;;;;;;;;;;x
OPINION_OF_INSTANT;ｧY$FIRST$ｧW opinion of ｧY$SECOND$ｧW: $VALUE$;ｧY$FIRST$ｧW opinion of ｧY$SECOND$ｧW: $VALUE$;;;;;;;;;;;;x
#action_hire_ninja;Hire Ninja;Hire Ninja;;;;;;;;;;;;x
action_faction_envoy;Influence faction;Influence faction;;;;;;;;;;;;x
CANNOT_ACTIVATE_PLOT_TOOLTIP;Cannot start $NAME$ while another plot is active.;Cannot start $NAME$ while another plot is active.;;;;;;;;;;;;x
EV_BROTHER;brother;brother;;;;;;;;;;;;x
EV_SISTER;sister;sister;;;;;;;;;;;;x
EV_SON;son;son;;;;;;;;;;;;x
EV_DAUGHTER;daughter;daughter;;;;;;;;;;;;x
PROVINCE_TAX;Tax;Tax;;;;;;;;;;;;x
PROVINCE_SUPPLY;Supply Limit;Supply Limit;;;;;;;;;;;;x
PROVINCE_LEVY_CAV;Samurai Levy;Samurai Levy;;;;;;;;;;;;x
PROVINCE_LEVY_INF;Ashigaru Levy;Ashigaru Levy;;;;;;;;;;;;x
PROV_BUILD_TEMPLE;Religious Buildings;Religious Buildings;;;;;;;;;;;;x
MODIFIER_INFANTRY_LEVY;Infantry Levy;Infantry Levy;;;;;;;;;;;;x
MODIFIER_INFANTRY_SHOCK;Infantry Shock;Infantry Shock;;;;;;;;;;;;x
MODIFIER_INFANTRY_FIRE;Infantry Fire;Infantry Fire;;;;;;;;;;;;x
#MODIFIER_INFANTRY_SHOCK;Infantry Shock;Infantry Shock;;;;;;;;;;;;x
MODIFIER_CAVALRY_LEVY;Cavalry Levy;Cavalry Levy;;;;;;;;;;;;x
MODIFIER_CAVALRY_MORALE;Cavalry Morale;Cavalry Morale;;;;;;;;;;;;x
MODIFIER_CAVALRY_FIRE;Cavalry Fire;Cavalry Fire;;;;;;;;;;;;x
MODIFIER_CAVALRY_SHOCK;Cavalry Shock;Cavalry Shock;;;;;;;;;;;;x
LEVY_OF;Army of;Army of;;;;;;;;;;;;x
HAS_BUILDING_TOOLTIP;Already built.;Already built.;;;;;;;;;;;;x
NOT_CONSTRUCTED_BUILDING_TOOLTIP;Not built.;Not built.;;;;;;;;;;;;x
PREREQ_BUILDING_TOOLTIP;Must have ｧY$NEEDS$ｧW in the province to build.;Must have ｧY$NEEDS$ｧW in the province to build.;;;;;;;;;;;;x
UNDER_CONSTRUCTION_BUILDING_TOOLTIP;Under construction. The estimated finish date is $END$;Under construction. The estimated finish date is $END$;;;;;;;;;;;;x
CONSTRUCTING_BUILDING_TOOLTIP;$BUILDING$ is being built. The estimated finish date is $END$;$BUILDING$ is being built. The estimated finish date is $END$;;;;;;;;;;;;x
TAX_TOOLTIP;Province tax: ｧY$TAX$ｧW;Province tax: ｧY$TAX$ｧW;;;;;;;;;;;;x
EXPIRES;Expires: $DATE$;Expires: $DATE$;;;;;;;;;;;;x
FORT_LEVEL_TOOLTIP;Fort Level: ｧY$LEVEL$ｧW;Fort Level: ｧY$LEVEL$ｧW;;;;;;;;;;;;x
#ALREADY_CONSTRUCTION_IN_PROVINCE;There is already an active construction project in this province.;There is already an active construction project in this province.;;;;;;;;;;;;x
MARSHAL_BUILDS;Use your Master of Arms to improve your castle.;Use your Master of Arms to improve your castle.;;;;;;;;;;;;x
CHANCELLOR_BUILDS;Use your Master of Ceremonies to improve your village.;Use your Master of Ceremonies to improve your village.;;;;;;;;;;;;x
SPY_MASTER_UNLOCKS;Use your Master of the Guard to open a new guild slot. When unlocked, you can build a guild manufactory in it.;Use your Master of the Guard to open a new guild slot. When unlocked, you can build a guild manufactory in it.;;;;;;;;;;;;x
LOCKED_MANUFACTORY_SLOT;This guild manufactory slot is locked.;This guild manufactory slot is locked.;;;;;;;;;;;;x
BUILD_MANUFACTORY;Click to choose a guild manufactory to build in this slot.;Click to choose a guild manufactory to build in this slot.;;;;;;;;;;;;x
CLICK_TO_BUILD;Build;Build;;;;;;;;;;;;x
ONLY_IN_OWN_PROVINCE;Can only be used in provinces you own.;Can only be used in provinces you own.;;;;;;;;;;;;x
#PROV_DESTROY_TEMPLE;Destroy temple;Destroy temple;;;;;;;;;;;;x
CASTLE;Castle;Castle;;;;;;;;;;;;x
CITY;Village;Village;;;;;;;;;;;;x
CONFIRM_DESTROY_BUILDING_TITLE;Destroy Building;Destroy Building;;;;;;;;;;;;x
DESTROY_BUILDING_TEXT;Do you want to destroy the $BUILDING$ in $PROVINCE$?;Do you want to destroy the $BUILDING$ in $PROVINCE$?;;;;;;;;;;;;x
WILL_UPSET_FACTION;Destroying one of their temples will upset the $FACTION$ faction.;Destroying one of their temples will upset the $FACTION$ faction.;;;;;;;;;;;;x
castle_building;Castle;Castle;;;;;;;;;;;;x
castle_building_desc;Upgrade the province's defenses by building a Castle.;Upgrade the province's defenses by building a Castle.;;;;;;;;;;;;x
eartwork_and_palisade;Earthwork and Palisade;Earthwork and Palisade;;;;;;;;;;;;x
eartwork_and_palisade_desc;Adding an Earthwork and Palisade will improve the Castle's defenses.;Adding an Earthwork and Palisade will improve the Castle's defenses.;;;;;;;;;;;;x
stone_base;Stone Base;Stone Base;;;;;;;;;;;;x
stone_base_desc;Upgrade the province's defenses by placing the Castle on a proper Stone Base.;Upgrade the province's defenses by placing the Castle on a proper Stone Base.;;;;;;;;;;;;x
moat;Moat;Moat;;;;;;;;;;;;x
moat_desc;Adding a Moat will improve the Castle's defenses.;Adding a Moat will improve the Castle's defenses.;;;;;;;;;;;;x
castle_wall;Castle Wall;Castle Wall;;;;;;;;;;;;x
castle_wall_desc;Upgrade the province's defenses by constructing a Castle Wall.;Upgrade the province's defenses by constructing a Castle Wall.;;;;;;;;;;;;x
gateway;Gateway;Gateway;;;;;;;;;;;;x
gateway_desc;Adding a Gateway will improve the Castle's defenses.;Adding a Gateway will improve the Castle's defenses.;;;;;;;;;;;;x
tower_keep;Tower Keep;Tower Keep;;;;;;;;;;;;x
tower_keep_desc;Upgrade the province's defenses by adding a Tower Keep to the Castle.;Upgrade the province's defenses by adding a Tower Keep to the Castle.;;;;;;;;;;;;x
guard_towers;Guard Towers;Guard Towers;;;;;;;;;;;;x
guard_towers_desc;Adding Guard Towers will improve the Castle's defenses.;Adding Guard Towers will improve the Castle's defenses.;;;;;;;;;;;;x
inn;Inn;Inn;;;;;;;;;;;;x
inn_desc;Building an Inn will increase tax revenue.;Building an Inn will increase tax revenue.;;;;;;;;;;;;x
marketplace;Marketplace;Marketplace;;;;;;;;;;;;x
marketplace_desc;Building a Marketplace will increase tax revenue.;Building a Marketplace will increase tax revenue.;;;;;;;;;;;;x
guild_hall;Guild Hall;Guild Hall;;;;;;;;;;;;x
guild_hall_desc;Building a Guild Hall will increase tax revenue.;Building a Guild Hall will increase tax revenue.;;;;;;;;;;;;x
toll_booth;Toll Booth;Toll Booth;;;;;;;;;;;;x
toll_booth_desc;Building a Toll Booth will increase tax revenue.;Building a Toll Booth will increase tax revenue.;;;;;;;;;;;;x
court_house;Court House;Court House;;;;;;;;;;;;x
court_house_desc;Building a Court House will increase tax revenue.;Building a Court House will increase tax revenue.;;;;;;;;;;;;x
road_network;Road Network;Road Network;;;;;;;;;;;;x
road_network_desc;Building a Road Network will increase tax revenue.;Building a Road Network will increase tax revenue.;;;;;;;;;;;;x
windmill;Windmill;Windmill;;;;;;;;;;;;x
windmill_desc;Building a Windmill will increase tax revenue.;Building a Windmill will increase tax revenue.;;;;;;;;;;;;x
geisha_district;Geisha District;Geisha District;;;;;;;;;;;;x
geisha_district_desc;Building a Geisha District will increase tax revenue.;Building a Geisha District will increase tax revenue.;;;;;;;;;;;;x
#spearmaker;Spearmaker;Spearmaker;;;;;;;;;;;;x
#spearmaker_desc;Establishing a Spearmaker will increase the quality of your infantry.;Establishing a Spearmaker will increase the quality of your infantry.;;;;;;;;;;;;x
#bower;Bowyer;Bowyer;;;;;;;;;;;;x
#bower_desc;Establishing a Bowyer will increase the quality of your infantry.;Establishing a Bowyer will increase the quality of your infantry.;;;;;;;;;;;;x
#swordsmith;Swordsmith;Swordsmith;;;;;;;;;;;;x
#swordsmith_desc;Establishing a Swordsmith will increase the quality of your cavalry.;Establishing a Swordsmith will increase the quality of your cavalry.;;;;;;;;;;;;x
#horse_breeder;Horse Breeder;Horse Breeder;;;;;;;;;;;;x
#horse_breeder_desc;Establishing a Horse Breeder will increase the quality of your cavalry.;Establishing a Horse Breeder will increase the quality of your cavalry.;;;;;;;;;;;;x
#gunsmith;Gunsmith;Gunsmith;;;;;;;;;;;;x
#gunsmith_desc;Establishing a Gunsmith will increase your arquebus value.;Establishing a Gunsmith will increase your arquebus value.;;;;;;;;;;;;x
#pottery;Pottery;Pottery;;;;;;;;;;;;x
#pottery_desc;Establishing a Pottery will increase your honor.;Establishing a Pottery will increase your honor.;;;;;;;;;;;;x
#theatre;Theatre;Theatre;;;;;;;;;;;;x
#theatre_desc;Establishing a Theatre will decrease revolt risk.;Establishing a Theatre will decrease revolt risk.;;;;;;;;;;;;x
#barracks;Barracks;Barracks;;;;;;;;;;;;x
#barracks_desc;Establishing a Barracks will increase your force limit.;Establishing a Barracks will increase your force limit.;;;;;;;;;;;;x
shinto_shrine;Shinto Shrine;Shinto Shrine;;;;;;;;;;;;x
#shinto_shrine_desc;The shrine increases your standing with the Shinto faction.;The shrine increases your standing with the Shinto faction.;;;;;;;;;;;;x
buddhist_temple;Buddhist Temple;Buddhist Temple;;;;;;;;;;;;x
#buddhist_temple_desc;The temple increases your standing with the Buddhist faction.;The temple increases your standing with the Buddhist faction.;;;;;;;;;;;;x
christian_church;Christian Church;Christian Church;;;;;;;;;;;;x
#christian_church_desc;The church increases your standing with the Christian faction.;The church increases your standing with the Christian faction.;;;;;;;;;;;;x
action_improve_relations;Improve Relations;Improve Relations;;;;;;;;;;;;x
action_improve_village;Improve Village;Improve Village;;;;;;;;;;;;x
action_squeeze_peasants;Collect Taxes;Collect Taxes;;;;;;;;;;;;x
action_improve_castle;Improve Castle;Improve Castle;;;;;;;;;;;;x
action_hire_troops;Recruit Ronin;Recruit Ronin;;;;;;;;;;;;x
action_restore_order;Restore Order;Restore Order;;;;;;;;;;;;x
action_improve_guilds;Expand Guilds;Expand Guilds;;;;;;;;;;;;x
action_hire_ninja;Hire Ninja;Hire Ninja;;;;;;;;;;;;x
action_sow_dissent;Sow Dissent;Sow Dissent;;;;;;;;;;;;x
NOT_BEFORE_PORUGESE;This action cannot be taken before the province has been exposed to Western influences.;This action cannot be taken before the province has been exposed to Western influences.;;;;;;;;;;;;x
CONSTRUCTING_MANUFACTORY_TOOLTIP;The number of guilds is being expanded. Expansion is estimated to be finished $END$;The number of guilds is being expanded. Expansion is estimated to be finished $END$;;;;;;;;;;;;x
MAPMODE_DIPLOMATIC;Diplomatic;Diplomatic;;;;;;;;;;;;x
AMVASSAL;Is a vassal of $LIEGE$;Is a vassal of $LIEGE$;;;;;;;;;;;;x
REGIMENT_SIZE;$SIZE$ men.\n;$SIZE$ men.\n;;;;;;;;;;;;x
CURRENT_MORALE;Morale: $SIZE$  $STATS$\n;Morale: $SIZE$  $STATS$\n;;;;;;;;;;;;x
CATEGORY;($TYPE$)\n;($TYPE$)\n;;;;;;;;;;;;x
FIRE_STATS;Fire: $STATS$\n;Fire: $STATS$\n;;;;;;;;;;;;x
SHOCK_STATS;Shock: $STATS$\n;Shock: $STATS$\n;;;;;;;;;;;;x
MAN_STATS;Maneuver: $STATS$\n;Maneuver: $STATS$\n;;;;;;;;;;;;x
REVOLTRISK_DECAY;ｧG-$VAL$ｧW daily decay.;ｧG-$VAL$ｧW daily decay.;;;;;;;;;;;;x
RETINUE_OF;Retinue of $NAME$.;Retinue of $NAME$.;;;;;;;;;;;;x
JOIN;Join;Join;;;;;;;;;;;;x
LEAVE;Leave;Leave;;;;;;;;;;;;x
CONFIRM_DISBAND_TITLE;Do you wish to disband this unit?;Do you wish to disband this unit?;;;;;;;;;;;;x
CONFIRM_DISBAND_LEVY_TITLE;Do you wish to disband the levies?;Do you wish to disband the levies?;;;;;;;;;;;;x
CONFIRM_DISBAND_LEVY_DESC;This will remove all the levy units from your army. $DISBANDDESC$;This will remove all the levy units from your army. $DISBANDDESC$;;;;;;;;;;;;x
ENEMY_TERRITORY;Enemy territory;Enemy territory;;;;;;;;;;;;x
NEUTRAL_TERRITORY;Neutral territory;Neutral territory;;;;;;;;;;;;x
FRIENDLY_TERRITORY;Friendly territory;Friendly territory;;;;;;;;;;;;x
DISBAND_UNIT;Disband Unit;Disband Unit;;;;;;;;;;;;x
DISBAND_UNIT_DRO;Disbanding an army will reduce the amount of money that is being spent on maintenance. Disbanding levy units will result in some manpower being filtered back into their home provinces.;Disbanding an army will reduce the amount of money that is being spent on maintenance. Disbanding levy units will result in some manpower being filtered back into their home provinces.;;;;;;;;;;;;x
DISBAND_LEVY;Disband Levies;Disband Levies;;;;;;;;;;;;x
DISBAND_LEVY_DRO;This will remove all the levy units from this army and result in some of their manpower being sent back to their home provinces.;This will remove all the levy units from this army and result in some of their manpower being sent back to their home provinces.;;;;;;;;;;;;x
MODIFIER_INFANTRY_FIRE_DESC;How well your infantry performs in ranged combat.;How well your infantry performs in ranged combat.;;;;;;;;;;;;x
MODIFIER_INFANTRY_SHOCK_DESC;How well your infantry performs in melee combat.;How well your infantry performs in melee combat.;;;;;;;;;;;;x
MODIFIER_CAVALRY_FIRE_DESC;How well your cavalry performs in ranged combat.;How well your cavalry performs in ranged combat.;;;;;;;;;;;;x
MODIFIER_CAVALRY_SHOCK_DESC;How well your cavalry performs in melee combat.;How well your cavalry performs in melee combat.;;;;;;;;;;;;x
MIL_MANEUVER;Maneuver;Maneuver;;;;;;;;;;;;x
MIL_MANEUVER_DESC;How well your armies maneuver. This will influence how fast your armies move and how much attrition damage they take.;How well your armies maneuver. This will influence how fast your armies move and how much attrition damage they take.;;;;;;;;;;;;x
MIL_MORALE;Morale;Morale;;;;;;;;;;;;x
MIL_MORALE_DESC;How much punishment your troops can take in battle before breaking.;How much punishment your troops can take in battle before breaking.;;;;;;;;;;;;x
MIL_SIEGE;Siege;Siege;;;;;;;;;;;;x
MIL_SIEGE_DESC;How well your armies perform at sieges.;How well your armies perform at sieges.;;;;;;;;;;;;x
MIL_FORCES;Army Share;Army Share;;;;;;;;;;;;x
#MIL_FORCES_DESC;The size of your share of the clan's total armies. If you have more than $VAL$%, you can move your armies independently of your liege.;The size of your share of the clan's total armies. If you have more than $VAL$%, you can move your armies independently of your liege.;;;;;;;;;;;;x
MIL_RETINUE;Retinue Cap;Retinue Cap;;;;;;;;;;;;x
MIL_RETINUE_DESC;The limit on your standing army. Affected by your highest title and the extent to which your villages are developed.;The limit on your standing army. Affected by your highest title and the extent to which your villages are developed.;;;;;;;;;;;;x
#MIL_MUSKET;Arquebus Value;Arquebus Value;;;;;;;;;;;;x
#MIL_MUSKET_DESC;The portion of your infantry armed with arquebuses.;The portion of your infantry armed with arquebuses.;;;;;;;;;;;;x
BASE;Base value;Base value;;;;;;;;;;;;x
MIL_MODIFIED_BY;Modified by (divide by ｧR$NUM$ｧW Units):;Modified by (divide by ｧR$NUM$ｧW Units):;;;;;;;;;;;;x
MIL_FORCES_OUR;We have $NUM$ units.;We have $NUM$ units.;;;;;;;;;;;;x
MIL_FORCES_THEIR;The clan has $NUM$ units.;The clan has $NUM$ units.;;;;;;;;;;;;x
NINJA_MISSION_DONE_SETUP;When one of your ninja completes a mission;When one of your ninja completes a mission;;;;;;;;;;;;x
NINJA_MISSION_DONE_LOG;A ninja clan you've hired $MISSION$. $CAPTURED$;A ninja clan you've hired $MISSION$. $CAPTURED$;;;;;;;;;;;;x
TARGET_OF_NINJA_SETUP;When a ninja attacks you;When a ninja attacks you;;;;;;;;;;;;x
TARGET_OF_NINJA_LOG;You've been attacked by a ninja clan that $MISSION$. $CAPTURED$;You've been attacked by a ninja clan that $MISSION$. $CAPTURED$;;;;;;;;;;;;x
